system:index,Date,District,EVI,Month,NDVI,Year,.geo
2005_09_14_5,2005-09-14,Jaffna,0.2309,9,0.3283,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_09_30_0,2005-09-30,Matale,0.3284,9,0.702,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_09_30_1,2005-09-30,Anuradhapura,0.4261,9,0.465,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_09_30_2,2005-09-30,Polonnaruwa,0.3724,9,0.5509,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_09_30_3,2005-09-30,Hambantota,,9,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_09_30_4,2005-09-30,Monaragala,0.3675,9,0.6799,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_09_30_5,2005-09-30,Jaffna,0.3871,9,0.5598,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_10_16_0,2005-10-16,Matale,0.3045,10,0.601,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_10_16_1,2005-10-16,Anuradhapura,0.2968,10,0.6327,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_10_16_2,2005-10-16,Polonnaruwa,0.3477,10,0.5846,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_10_16_3,2005-10-16,Hambantota,0.3036,10,0.4897,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_10_16_4,2005-10-16,Monaragala,0.2754,10,0.5403,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_10_16_5,2005-10-16,Jaffna,0.3618,10,0.6771,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_11_01_0,2005-11-01,Matale,0.2183,11,0.2846,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_11_01_1,2005-11-01,Anuradhapura,0.371,11,0.6314,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_11_01_2,2005-11-01,Polonnaruwa,0.3644,11,0.5578,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_11_01_3,2005-11-01,Hambantota,,11,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_11_01_4,2005-11-01,Monaragala,0.5348,11,0.7894,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_11_01_5,2005-11-01,Jaffna,0.3446,11,0.7535,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_11_17_0,2005-11-17,Matale,0.4303,11,0.7292,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_11_17_1,2005-11-17,Anuradhapura,0.4405,11,0.6734,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_11_17_2,2005-11-17,Polonnaruwa,0.3646,11,0.6313,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_11_17_3,2005-11-17,Hambantota,,11,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_11_17_4,2005-11-17,Monaragala,0.3396,11,0.6458,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_11_17_5,2005-11-17,Jaffna,0.2341,11,0.3431,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_12_03_0,2005-12-03,Matale,0.2423,12,0.4861,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_12_03_1,2005-12-03,Anuradhapura,0.3155,12,0.5102,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_12_03_2,2005-12-03,Polonnaruwa,0.3838,12,0.6616,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_12_03_3,2005-12-03,Hambantota,,12,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_12_03_4,2005-12-03,Monaragala,0.4846,12,0.7302,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_12_03_5,2005-12-03,Jaffna,0.3164,12,0.5697,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2005_12_19_0,2005-12-19,Matale,0.25,12,0.5747,2005,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2005_12_19_1,2005-12-19,Anuradhapura,0.4076,12,0.728,2005,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2005_12_19_2,2005-12-19,Polonnaruwa,0.3808,12,0.6917,2005,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2005_12_19_3,2005-12-19,Hambantota,,12,,2005,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2005_12_19_4,2005-12-19,Monaragala,0.3338,12,0.696,2005,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2005_12_19_5,2005-12-19,Jaffna,0.3319,12,0.6711,2005,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_01_01_0,2006-01-01,Matale,0.2198,1,0.5997,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_01_01_1,2006-01-01,Anuradhapura,0.3126,1,0.7094,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_01_01_2,2006-01-01,Polonnaruwa,0.4457,1,0.7034,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_01_01_3,2006-01-01,Hambantota,,1,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_01_01_4,2006-01-01,Monaragala,0.495,1,0.6631,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_01_01_5,2006-01-01,Jaffna,0.0576,1,0.0684,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_01_17_0,2006-01-17,Matale,0.3567,1,0.6831,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_01_17_1,2006-01-17,Anuradhapura,0.4123,1,0.6319,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_01_17_2,2006-01-17,Polonnaruwa,0.4194,1,0.6641,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_01_17_3,2006-01-17,Hambantota,,1,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_01_17_4,2006-01-17,Monaragala,0.4016,1,0.7425,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_01_17_5,2006-01-17,Jaffna,0.3418,1,0.6205,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_02_02_0,2006-02-02,Matale,0.2443,2,0.4997,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_02_02_1,2006-02-02,Anuradhapura,0.3377,2,0.6332,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_02_02_2,2006-02-02,Polonnaruwa,0.2545,2,0.3809,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_02_02_3,2006-02-02,Hambantota,,2,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_02_02_4,2006-02-02,Monaragala,0.3627,2,0.6333,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_02_02_5,2006-02-02,Jaffna,0.3589,2,0.5689,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_02_18_0,2006-02-18,Matale,0.2694,2,0.4395,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_02_18_1,2006-02-18,Anuradhapura,0.4452,2,0.6403,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_02_18_2,2006-02-18,Polonnaruwa,0.4857,2,0.6401,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_02_18_3,2006-02-18,Hambantota,,2,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_02_18_4,2006-02-18,Monaragala,0.4621,2,0.667,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_02_18_5,2006-02-18,Jaffna,0.3543,2,0.5661,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_03_06_0,2006-03-06,Matale,0.4158,3,0.5841,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_03_06_1,2006-03-06,Anuradhapura,0.3933,3,0.6438,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_03_06_2,2006-03-06,Polonnaruwa,0.4375,3,0.6084,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_03_06_3,2006-03-06,Hambantota,,3,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_03_06_4,2006-03-06,Monaragala,0.417,3,0.6786,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_03_06_5,2006-03-06,Jaffna,0.424,3,0.5844,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_03_22_0,2006-03-22,Matale,0.2811,3,0.453,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_03_22_1,2006-03-22,Anuradhapura,0.45,3,0.6236,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_03_22_2,2006-03-22,Polonnaruwa,0.2934,3,0.5879,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_03_22_3,2006-03-22,Hambantota,,3,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_03_22_4,2006-03-22,Monaragala,0.5499,3,0.7429,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_03_22_5,2006-03-22,Jaffna,0.3599,3,0.5571,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_04_07_0,2006-04-07,Matale,0.2484,4,0.4923,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_04_07_1,2006-04-07,Anuradhapura,0.4209,4,0.6198,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_04_07_2,2006-04-07,Polonnaruwa,0.3808,4,0.6047,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_04_07_3,2006-04-07,Hambantota,,4,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_04_07_4,2006-04-07,Monaragala,0.2873,4,0.5531,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_04_07_5,2006-04-07,Jaffna,0.3969,4,0.6227,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_04_23_0,2006-04-23,Matale,0.2346,4,0.363,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_04_23_1,2006-04-23,Anuradhapura,0.4683,4,0.638,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_04_23_2,2006-04-23,Polonnaruwa,0.3846,4,0.6029,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_04_23_3,2006-04-23,Hambantota,,4,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_04_23_4,2006-04-23,Monaragala,0.3792,4,0.6189,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_04_23_5,2006-04-23,Jaffna,0.3408,4,0.5965,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_05_09_0,2006-05-09,Matale,0.3747,5,0.5994,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_05_09_1,2006-05-09,Anuradhapura,0.3854,5,0.6355,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_05_09_2,2006-05-09,Polonnaruwa,0.3724,5,0.6552,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_05_09_3,2006-05-09,Hambantota,,5,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_05_09_4,2006-05-09,Monaragala,0.4234,5,0.6571,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_05_09_5,2006-05-09,Jaffna,0.3549,5,0.5242,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_05_25_0,2006-05-25,Matale,0.4656,5,0.5269,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_05_25_1,2006-05-25,Anuradhapura,0.3117,5,0.4593,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_05_25_2,2006-05-25,Polonnaruwa,0.3449,5,0.6013,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_05_25_3,2006-05-25,Hambantota,,5,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_05_25_4,2006-05-25,Monaragala,0.35,5,0.6644,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_05_25_5,2006-05-25,Jaffna,0.2853,5,0.5873,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_06_10_0,2006-06-10,Matale,0.3086,6,0.6424,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_06_10_1,2006-06-10,Anuradhapura,0.3998,6,0.5859,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_06_10_2,2006-06-10,Polonnaruwa,0.4393,6,0.6484,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_06_10_3,2006-06-10,Hambantota,,6,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_06_10_4,2006-06-10,Monaragala,0.3599,6,0.595,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_06_10_5,2006-06-10,Jaffna,0.3582,6,0.5357,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_06_26_0,2006-06-26,Matale,0.465,6,0.6377,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_06_26_1,2006-06-26,Anuradhapura,0.2244,6,0.3189,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_06_26_2,2006-06-26,Polonnaruwa,0.3964,6,0.6571,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_06_26_3,2006-06-26,Hambantota,,6,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_06_26_4,2006-06-26,Monaragala,0.3928,6,0.645,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_06_26_5,2006-06-26,Jaffna,0.2925,6,0.5096,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_07_12_0,2006-07-12,Matale,0.3004,7,0.5315,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_07_12_1,2006-07-12,Anuradhapura,0.3286,7,0.5274,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_07_12_2,2006-07-12,Polonnaruwa,0.405,7,0.637,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_07_12_3,2006-07-12,Hambantota,0.4107,7,0.6984,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_07_12_4,2006-07-12,Monaragala,0.3065,7,0.522,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_07_12_5,2006-07-12,Jaffna,0.2562,7,0.5102,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_07_28_0,2006-07-28,Matale,0.3619,7,0.5112,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_07_28_1,2006-07-28,Anuradhapura,0.338,7,0.6119,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_07_28_2,2006-07-28,Polonnaruwa,0.3957,7,0.6587,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_07_28_3,2006-07-28,Hambantota,0.3582,7,0.582,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_07_28_4,2006-07-28,Monaragala,0.4507,7,0.6616,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_07_28_5,2006-07-28,Jaffna,0.1481,7,0.2605,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_08_13_0,2006-08-13,Matale,0.2378,8,0.5025,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_08_13_1,2006-08-13,Anuradhapura,0.3778,8,0.4832,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_08_13_2,2006-08-13,Polonnaruwa,0.3585,8,0.6167,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_08_13_3,2006-08-13,Hambantota,,8,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_08_13_4,2006-08-13,Monaragala,0.2976,8,0.5071,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_08_13_5,2006-08-13,Jaffna,0.3332,8,0.4343,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_08_29_0,2006-08-29,Matale,0.419,8,0.581,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_08_29_1,2006-08-29,Anuradhapura,0.313,8,0.5618,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_08_29_2,2006-08-29,Polonnaruwa,0.4153,8,0.5915,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_08_29_3,2006-08-29,Hambantota,,8,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_08_29_4,2006-08-29,Monaragala,0.3569,8,0.5346,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_08_29_5,2006-08-29,Jaffna,0.3529,8,0.5129,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_09_14_0,2006-09-14,Matale,0.2595,9,0.4088,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_09_14_1,2006-09-14,Anuradhapura,0.3053,9,0.5373,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_09_14_2,2006-09-14,Polonnaruwa,0.3866,9,0.5668,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_09_14_3,2006-09-14,Hambantota,,9,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_09_14_4,2006-09-14,Monaragala,0.4213,9,0.6036,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_09_14_5,2006-09-14,Jaffna,0.2895,9,0.461,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_09_30_0,2006-09-30,Matale,0.456,9,0.6465,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_09_30_1,2006-09-30,Anuradhapura,0.3615,9,0.5479,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_09_30_2,2006-09-30,Polonnaruwa,0.3125,9,0.5143,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_09_30_3,2006-09-30,Hambantota,,9,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_09_30_4,2006-09-30,Monaragala,0.4198,9,0.629,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_09_30_5,2006-09-30,Jaffna,0.3227,9,0.5198,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_10_16_0,2006-10-16,Matale,0.3721,10,0.5612,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_10_16_1,2006-10-16,Anuradhapura,0.1834,10,0.222,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_10_16_2,2006-10-16,Polonnaruwa,0.4393,10,0.6494,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_10_16_3,2006-10-16,Hambantota,,10,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_10_16_4,2006-10-16,Monaragala,0.3077,10,0.543,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_10_16_5,2006-10-16,Jaffna,0.3931,10,0.5931,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_11_01_0,2006-11-01,Matale,0.38,11,0.7065,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_11_01_1,2006-11-01,Anuradhapura,0.3726,11,0.5276,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_11_01_2,2006-11-01,Polonnaruwa,0.2559,11,0.3874,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_11_01_3,2006-11-01,Hambantota,,11,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_11_01_4,2006-11-01,Monaragala,0.3551,11,0.6143,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_11_01_5,2006-11-01,Jaffna,0.1724,11,0.2607,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_11_17_0,2006-11-17,Matale,0.353,11,0.6822,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_11_17_1,2006-11-17,Anuradhapura,0.4233,11,0.6731,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_11_17_2,2006-11-17,Polonnaruwa,0.4433,11,0.6345,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_11_17_3,2006-11-17,Hambantota,0.4092,11,0.5829,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_11_17_4,2006-11-17,Monaragala,0.3821,11,0.6768,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_11_17_5,2006-11-17,Jaffna,0.3936,11,0.5554,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_12_03_0,2006-12-03,Matale,0.1788,12,0.3738,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_12_03_1,2006-12-03,Anuradhapura,0.3743,12,0.5812,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_12_03_2,2006-12-03,Polonnaruwa,0.1855,12,0.2786,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_12_03_3,2006-12-03,Hambantota,,12,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_12_03_4,2006-12-03,Monaragala,0.3796,12,0.6945,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_12_03_5,2006-12-03,Jaffna,0.3767,12,0.6475,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2006_12_19_0,2006-12-19,Matale,0.1687,12,0.38,2006,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2006_12_19_1,2006-12-19,Anuradhapura,0.3337,12,0.6229,2006,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2006_12_19_2,2006-12-19,Polonnaruwa,0.4339,12,0.696,2006,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2006_12_19_3,2006-12-19,Hambantota,,12,,2006,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2006_12_19_4,2006-12-19,Monaragala,0.3109,12,0.5684,2006,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2006_12_19_5,2006-12-19,Jaffna,0.4076,12,0.657,2006,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2007_01_01_0,2007-01-01,Matale,0.3148,1,0.6351,2007,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2007_01_01_1,2007-01-01,Anuradhapura,0.4214,1,0.637,2007,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2007_01_01_2,2007-01-01,Polonnaruwa,0.4339,1,0.696,2007,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
2007_01_01_3,2007-01-01,Hambantota,,1,,2007,"{""type"":""Point"",""coordinates"":[81.1185,6.1241]}"
2007_01_01_4,2007-01-01,Monaragala,0.3477,1,0.6346,2007,"{""type"":""Point"",""coordinates"":[81.3507,6.872800000000001]}"
2007_01_01_5,2007-01-01,Jaffna,0.4076,1,0.657,2007,"{""type"":""Point"",""coordinates"":[80.0255,9.661500000000002]}"
2007_01_17_0,2007-01-17,Matale,0.3189,1,0.7051,2007,"{""type"":""Point"",""coordinates"":[80.6234,7.4675]}"
2007_01_17_1,2007-01-17,Anuradhapura,0.3317,1,0.5856,2007,"{""type"":""Point"",""coordinates"":[80.4037,8.311399999999999]}"
2007_01_17_2,2007-01-17,Polonnaruwa,0.4496,1,0.6741,2007,"{""type"":""Point"",""coordinates"":[81.0188,7.940300000000001]}"
